Tanggal,Kurs_USD_IDR,Harga_Emas_IDR_per_Gram,Harga_Minyak_IDR_per_Barel,Fed_Rate_Percent
1/3/2025,16201.09961,1377719.821,1198233.312,4.330001831
1/6/2025,16178.7998,1372390.368,1190112.474,4.330001831
1/7/2025,16179.09961,1381934.932,1201298.146,4.330001831
1/8/2025,16157.7002,1384159.087,1184682.573,4.32749939
1/9/2025,16187.59961,1396765.014,1196587.333,4.330001831
1/10/2025,16237,1413921.729,1243267.085,4.32749939
1/13/2025,16268,1398315.238,1282243.755,4.330001831
1/14/2025,16295.2002,1402748.839,1262878.015,4.330001831
1/15/2025,16320,1423248.188,1306252.815,4.330001831
1/16/2025,16360.7998,1444638.031,1287267.734,4.330001831
1/17/2025,16368.7998,1444239.333,1274802.084,4.330001831
1/21/2025,16245,1438904.786,1232833.04,4.330001831
1/22/2025,16330.7998,1453120.168,1231995.577,4.32749939
1/23/2025,16232.7998,1442051.561,1211291.566,4.32749939
1/24/2025,16230.90039,1449292.859,1211799.083,4.330001831
1/27/2025,16164.90039,1422714.962,1182785.732,4.330001831
1/28/2025,16155.59961,1437115.237,1191798.529,4.330001831
1/29/2025,15881.2002,1413880.528,1153292.802,4.32749939
1/30/2025,16238,1473785.072,1180989.795,4.330001831
1/31/2025,16274.5,1471603.879,1180389.465,4.32749939
2/3/2025,16341.2998,1488887.357,1195529.554,4.324996948
2/4/2025,16320,1497125.944,1186463.95,4.324996948
2/5/2025,16299.09961,1504798.368,1157725.025,4.32749939
2/6/2025,16298.09961,1496531.66,1150808.823,4.330001831
2/7/2025,16327,1505117.041,1159217,4.330001831
2/10/2025,16314.7002,1528636.056,1179879.113,4.330001831
2/11/2025,16330.09961,1529133.863,1197322.898,4.32749939
2/12/2025,16343.2998,1528530.845,1166421.352,4.32749939
2/13/2025,16375,1540392.911,1167373.765,4.330001831
2/14/2025,16219,1503660.681,1147332.025,4.32749939
2/18/2025,16220,1528784.657,1165406.975,4.32749939
2/19/2025,16317,1531526.941,1178903.25,4.32749939
2/20/2025,16346.40039,1545112.838,1186258.271,4.32749939
2/21/2025,16245.09961,1534284.122,1143655.037,4.330001831
2/24/2025,16278,1542781.829,1150854.55,4.330001831
2/25/2025,16279.2998,1520189.891,1122132.141,4.330001831
2/26/2025,16314,1529881.717,1119466.725,4.330001831
2/27/2025,16367.40039,1517208.289,1151446.593,4.330001831
2/28/2025,16553.69922,1509782.975,1154786.093,4.330001831
3/3/2025,16522,1535257.562,1129609.185,4.322502136
3/4/2025,16451.19922,1538939.697,1122958.894,4.324996948
3/5/2025,16379,1535187.342,1086091.45,4.32749939
3/6/2025,16268.90039,1525547.815,1079604.24,4.319999695
3/7/2025,16322.09961,1524291.541,1094233.573,4.330001831
3/10/2025,16292.59961,1514360.296,1075800.332,4.32749939
3/11/2025,16324,1528772.582,1081465,4.32749939
3/12/2025,16433.90039,1552908.137,1112246.383,4.330001831
3/13/2025,16305.59961,1564479.937,1085137.704,4.330001831
3/14/2025,16259.2998,1565369.597,1092299.766,4.330001831
3/17/2025,16321,1574195.83,1102973.21,4.32749939
3/18/2025,16370,1597395.425,1095153.025,4.330001831
3/19/2025,16514.5,1611920.489,1109113.88,4.330001831
3/20/2025,16330.2998,1596094.054,1114706.3,4.32749939
3/21/2025,16428.5,1594177.437,1121737.96,4.32749939
3/24/2025,16519,1600250.792,1141628.1,4.32749939
3/25/2025,16575.80078,1611402.19,1143730.254,4.332496643
3/26/2025,16621,1614299.911,1157652.675,4.32749939
3/27/2025,16629,1636088.06,1162699.65,4.330001831
3/28/2025,16560.90039,1643391.228,1148664.061,4.330001831
3/31/2025,16575,1664134.609,1184781.056,4.332496643
4/1/2025,16652,1669777.394,1185622.349,4.32749939
4/2/2025,16731.40039,1689035.718,1199808.707,4.330001831
4/3/2025,16739,1666715.418,1120675.999,4.322502136
4/4/2025,16739.80078,1621048.434,1037700.279,4.315002441
4/7/2025,16738,1588209.051,1015996.613,4.305000305
4/8/2025,16855.69922,1608643.912,1004262.59,4.294998169
4/9/2025,17051.90039,1675667.804,1063185.963,4.322502136
4/10/2025,16805.5,1704782.831,1009506.38,4.3125
4/11/2025,16833.80078,1743915.381,1035278.748,4.319999695
4/14/2025,16788,1729779.067,1032965.62,4.324996948
4/15/2025,16780,1736453.62,1029117.431,4.32749939
4/16/2025,16813.5,1798247.488,1050339.366,4.32749939
4/17/2025,16794.59961,1786560.706,1086274.708,4.330001831
4/22/2025,16814.90039,1838510.588,1081366.203,4.330001831
4/23/2025,16858.09961,1775754.901,1049753.87,4.330001831
4/24/2025,16846,1804648.094,1057760.355,4.330001831
4/25/2025,16778.5,1770660.754,1057381.078,4.330001831
4/28/2025,16823,1802454.627,1043867.137,4.330001831
4/29/2025,16795,1792057.062,1014753.869,4.330001831
4/30/2025,16711.90039,1775775.42,972799.7064,4.330001831
5/1/2025,16545.90039,1707600.117,980179.1669,4.315002441
5/2/2025,16606,1725494.873,967963.7552,4.324996948
5/5/2025,16460,1752342.945,940359.8176,4.32749939
5/6/2025,16421.5,1801093.237,970346.4375,4.32749939
5/7/2025,16432,1786395.846,954206.235,4.330001831
5/8/2025,16492.59961,1748018.888,988071.6401,4.330001831
5/9/2025,16538.30078,1773493.234,1009167.121,4.330001831
5/12/2025,16543,1712619.48,1024838.863,4.32749939
5/13/2025,16688.80078,1738605.687,1062575.915,4.32749939
5/14/2025,16599.40039,1697858.144,1048252.16,4.32749939
5/15/2025,16558.19922,1714565.609,1020316.218,4.32749939
5/16/2025,16511.80078,1689216.65,1031822.459,4.330001831
5/19/2025,16487,1711539.624,1033570.007,4.330001831
5/20/2025,16428,1732562.869,1027735.703,4.330001831
5/21/2025,16403,1745219.95,1009932.705,4.330001831
5/22/2025,16347.59961,1730390.567,1000473.109,4.330001831
5/23/2025,16356.90039,1768870.762,1006440.061,4.330001831
5/27/2025,16243.5,1722922.901,989066.7051,4.330001831
5/28/2025,16279,1723809.732,1006693.362,4.330001831
5/29/2025,16286,1736855.73,992468.8176,4.330001831
5/30/2025,16293,1722830.103,990451.4849,4.330001831
6/2/2025,16322,1768769.907,1020451.447,4.324996948
6/3/2025,16288.5,1754456.312,1032853.783,4.324996948
6/4/2025,16332.40039,1771419.703,1026491.34,4.32749939
6/5/2025,16291.5,1755041.338,1032392.338,4.32749939
6/6/2025,16246.40039,1735557.535,1049192.567,4.330001831
6/9/2025,16309,1747173.807,1064814.625,4.330001831
6/10/2025,16278.7998,1738076.573,1057796.466,4.330001831
6/11/2025,16247.7998,1734975.751,1107287.581,4.330001831
6/12/2025,15778,1715042.958,1073535.134,4.330001831
6/13/2025,16164.5,1783195.834,1179685.264,4.32749939
6/16/2025,16282.59961,1778006.325,1168602.119,4.330001831
6/17/2025,15801,1720438.798,1182546.782,4.330001831
6/18/2025,16275,1773723.079,1222903.49,4.330001831
6/20/2025,16390,1774821.502,1228102.705,4.330001831
6/23/2025,16431,1784332.564,1125687.845,4.330001831
6/24/2025,16370,1745971.881,1053736.945,4.330001831
6/25/2025,16290,1742519.671,1057546.77,4.330001831
6/26/2025,16290,1745871.526,1062759.565,4.330001831
6/27/2025,16222.7998,1707479.188,1062917.789,4.330001831
6/30/2025,16229,1718932.468,1056670.2,4.330001831
7/1/2025,16230,1741110.814,1062253.45,4.330001831
7/2/2025,16236.40039,1747696.192,1095145.157,4.32749939
7/3/2025,16235,1738985.246,1087745,4.330001831
7/4/2025,16203.7002,1736101.432,1077546.063,4.330001831
7/7/2025,16178,1733191.789,1098971.545,4.330001831
7/8/2025,16318.90039,1735065.301,1115070.494,4.330001831
7/9/2025,16261,1731314.135,1111927.135,4.330001831
7/10/2025,16235,1731573.212,1080763.945,4.32749939
7/11/2025,16209.09961,1748926.593,1109512.819,4.32749939
7/14/2025,16222,1747971.547,1086549.614,4.330001831
7/15/2025,16256.2002,1740315.277,1081362.382,4.330001831
7/16/2025,16252.09961,1751737.391,1078814.327,4.330001831
7/17/2025,16271.2002,1747309.382,1098956.876,4.330001831
7/18/2025,16329.7002,1760364.099,1099641.951,4.330001831
7/21/2025,16321,1785085.547,1096771.15,4.330001831
7/22/2025,16329.5,1805597.942,1081176.18,4.330001831
7/23/2025,16245.2998,1772732.125,1060005.812,4.330001831
7/24/2025,16266.09961,1762921.272,1074050.537,4.330001831
7/25/2025,16307,1747955.632,1062564.18,4.330001831
7/28/2025,16353,1739795.004,1090908.615,4.330001831
7/29/2025,16398.80078,1752207.08,1134960.987,4.32749939
7/30/2025,16367.90039,1734381.24,1145753.027,4.332496643
7/31/2025,16426.80078,1739249.266,1137720.257,4.330001831
8/1/2025,16483,1774081.319,1109800.42,4.322502136
8/4/2025,16483,1788230.7,1092658.085,4.322502136
8/5/2025,16362,1779048.86,1066147.98,4.32749939
8/6/2025,16377.5,1779733.792,1053892.1,4.32749939
8/7/2025,16334.7002,1785743.787,1043460.666,4.324996948
8/8/2025,16300,1802283.717,1041244.017,4.32749939
8/11/2025,16249,1751716.8,1039286.025,4.330001831
8/12/2025,16298,1754798.354,1029544.63,4.330001831
8/13/2025,16248.2002,1754555.893,1017949.767,4.330001831
8/14/2025,16109,1727353.385,1030331.625,4.330001831
8/15/2025,16169,1734203.032,1015413.188,4.32749939
8/18/2025,16196,1734859.82,1027150.29,4.330001831
8/19/2025,16205.40039,1726332.151,1010406.69,4.330001831
8/20/2025,16275.2002,1749465.582,1028755.389,4.330001831
8/21/2025,16263.59961,1744819.842,1033063.855,4.330001831
8/22/2025,16339.7002,1772684.191,1040185.312,4.330001831
8/25/2025,16227,1760144.466,1051509.65,4.332496643
8/26/2025,16267,1772223.634,1028887.75,4.32749939
8/27/2025,16299.2002,1784116.211,1045593.717,4.330001831
8/28/2025,16314,1800002.765,1053884.375,4.330001831
8/29/2025,16344.2998,1825363.494,1046198.665,4.330001831
9/2/2025,16405.19922,1872091.967,1076016.957,4.230003357
9/3/2025,16443.90039,1899664.735,1051916.328,4.224998474
9/4/2025,16463,1887368.502,1045071.232,4.227500916
9/5/2025,16452.09961,1911190.879,1017891.385,4.212501526
9/8/2025,16392,1917332.03,1020565.892,4.214996338
9/9/2025,16446.09961,1926409.424,1030019.236,4.214996338
9/10/2025,16449.90039,1927013.316,1047365.128,4.214996338
9/11/2025,16439,1922195.171,1025300.412,4.214996338
9/12/2025,16413.59961,1925821.493,1028968.537,4.214996338
9/15/2025,16401,1941638.767,1038183.287,4.217498779
9/16/2025,16364.59961,1940854.563,1055843.912,4.220001221
9/17/2025,16398.09961,1941084.571,1050298.33,4.222503662
9/18/2025,16418.59961,1923399.315,1043730.372,4.224998474
9/19/2025,16569.09961,1955839.35,1038551.169,4.222503662
9/22/2025,16637,2000868.876,1042141.67,4.222503662
9/23/2025,16582,2015525.932,1051464.617,4.224998474
9/24/2025,16633,1995788.928,1080978.634,4.224998474
9/25/2025,16695.09961,2005816.583,1084847.629,4.224998474
9/26/2025,16759.09961,2034196.459,1101408.047,4.227500916
9/29/2025,16723,2054331.798,1061074.363,4.224998474
9/30/2025,16628,2053300.214,1037088.342,4.224998474
10/1/2025,16683,2074412.928,1030675.72,4.07749939
10/2/2025,16644.09961,2054699.582,1006635.137,4.080001831
10/3/2025,16601.5,2071377.884,1010699.338,4.080001831
10/6/2025,16558,2101990.548,1021462.997,4.080001831
10/7/2025,16596.5,2121871.928,1024501.937,4.07749939
10/8/2025,16587,2156227.367,1037516.837,4.080001831
10/9/2025,16556,2100565.647,1018359.532,4.084999084
10/10/2025,16577.69922,2119095.044,976426.5093,4.084999084
10/13/2025,16598,2192503.88,987415.0479,4.084999084
10/14/2025,16548,2201913.316,971367.6126,4.082496643
10/15/2025,16585.90039,2227326.369,966460.4234,4.092498779
10/16/2025,16575,2280911.095,952399.4848,4.087501526
10/17/2025,16561.90039,2231025.603,952971.7636,4.087501526
10/20/2025,16566,2309605.054,952876.3276,4.087501526
10/21/2025,16542,2173991.113,956458.435,4.089996338
10/22/2025,16598.90039,2158361.314,971035.6729,4.087501526
10/23/2025,16596.59961,2201336.56,1025503.905,4.089996338
10/24/2025,16593.80078,2197177.408,1020518.748,4.089996338
10/27/2025,16597.80078,2135539.001,1017611.189,4.087501526
10/28/2025,16158.2002,2060432.197,971915.7664,4.084999084
10/29/2025,16561.7793,2121213.348,1001656.404,4.089996338
10/30/2025,16562,2130613.32,1003160.335,4.089996338
10/31/2025,16150,2067694.286,984826.9926,4.087501526
11/3/2025,16630,2138826.493,1015261.487,3.879997253
11/4/2025,16640.90039,2112086.474,1007772.951,3.875
11/5/2025,16707,2137986.815,995737.1745,3.877502441
11/6/2025,16669,2132909.527,990638.6751,3.872497559
11/7/2025,16694.09961,2146587.373,997472.4517,3.872497559
11/10/2025,16653,2201482.217,1001344.908,3.875
11/11/2025,16690,2203690.541,1018757.615,3.877502441
11/12/2025,16694.90039,2256724.728,976484.7519,3.877502441
11/13/2025,16729,2251921.76,981824.987,3.875
11/14/2025,16719,2197199.223,1004644.713,3.875
11/17/2025,16679.5,2181658.356,999268.8425,3.879997253
11/18/2025,16738.90039,2185660.68,1016720.838,3.879997253
11/19/2025,16727.69922,2193018.094,994294.4186,3.877502441
11/20/2025,16686.69922,2176269.403,986851.3816,3.879997253
11/21/2025,16731,2192912.916,971401.883,3.879997253
11/24/2025,16639,2188985.885,979038.7625,3.877502441
11/25/2025,16645,2215087.924,964577.7627,3.875
11/26/2025,16633.5,2227461.779,975554.8004,3.875
11/28/2025,16603.90039,2251843.997,972158.3552,3.877502441
12/1/2025,16635,2267293.142,986788.1949,3.739997864
12/2/2025,16609,2235608.244,973951.7499,3.73500061
12/3/2025,16609.90039,2242511.34,979153.6407,3.730003357
12/4/2025,16594,2247033.484,990163.9496,3.732498169
12/5/2025,16654.40039,2255801.494,1000596.406,3.737503052
12/8/2025,16683,2245890.683,982295.0578,3.732498169
12/9/2025,16686,2256755.653,971959.5,3.730003357
12/10/2025,16662,2247991.871,974060.5047,3.722503662
12/11/2025,16639,2292553.394,958406.3746,3.722503662
12/12/2025,16649,2301746.316,956318.5371,3.722503662
12/15/2025,16623.09961,2301692.939,944524.5147,3.722503662
12/16/2025,16645.80078,2303658.735,920013.4168,3.724998474
12/17/2025,16644.59961,2326503.345,931098.8793,3.724998474
12/18/2025,16657,2323952.337,935290.5754,3.722503662
12/19/2025,16685.19922,2339634.647,945383.3852,3.724998474
12/22/2025,16678.5,2383309.362,967519.757,3.724998474
12/23/2025,16756.40039,2415020.445,978238.6727,3.722503662
12/24/2025,16735,2410752.572,976487.2245,3.722503662
12/26/2025,16753.09961,2439483.18,950570.9,3.722503662
12/29/2025,16741.09961,2327935.17,972323.096,3.722503662
12/30/2025,16770,2356216.459,971821.5128,3.722503662
12/31/2025,16709,2323740.159,959430.7494,3.722503662
1/2/2026,16668,2312036.188,955409.7549,3.632499695
1/5/2026,16683,2379822.241,972952.5549,3.632499695
1/6/2026,16727.19922,2410489.353,955624.9092,3.63999939
1/7/2026,16742,2394913.027,937384.6081,3.637496948
1/8/2026,16753,2396702.216,967653.2519,3.63999939
1/9/2026,16805.69922,2426178.016,993552.9199,3.63999939
1/12/2026,16826.69922,2490882.631,1001188.604,3.63999939
1/13/2026,16859.40039,2487538.816,1030952.36,3.63999939
1/14/2026,16840.80078,2504881.874,1044466.472,3.63999939
1/15/2026,16845.09961,2500105.456,997061.4227,3.63999939
1/16/2026,16878.90039,2489981.671,1003281.816,3.63999939
1/20/2026,16939,2592083.401,1022099.263,3.637496948
1/21/2026,16960.09961,2634681.177,1028121.22,3.63999939
1/22/2026,16897,2666709.222,1003005.93,3.63999939
1/23/2026,16820,2691005.427,1027197.395,3.63999939
1/26/2026,16770,2738809.853,1016765.118,3.63999939
1/27/2026,16734,2733037.921,1044034.25,3.63999939
1/28/2026,16674.69922,2842207.051,1054007.722,3.637496948
1/29/2026,16722.80078,2859438.393,1094005.596,3.63999939
1/30/2026,16778.30078,2542840.208,1094112.979,3.63999939
2/2/2026,16758.40039,2490578.417,1041366.99,3.637496948
2/3/2026,16758.40039,2642087.587,1059298.473,3.635002136
2/4/2026,16759,2651180.155,1091681.25,3.63999939
2/5/2026,16800,2625798.33,1063272.015,3.635002136
2/6/2026,16879.90039,2687021.271,1072717.657,3.637496948
2/9/2026,16843.5,2735217.339,1084047.67,3.63999939
2/10/2026,16796,2702069.591,1074272.145,3.637496948
2/11/2026,16778,2735746.988,1084362.094,3.637496948
2/12/2026,16793.90039,2658483.149,1055328.703,3.637496948
2/13/2026,16809,2713996.753,1057118,3.63999939
2/17/2026,16806.59961,2638447.236,1047555.384,3.63999939
2/18/2026,16840,2699781.697,1097799.641,3.637496948
2/19/2026,16915.30078,2706089.138,1123683.436,3.63999939
2/20/2026,16887.19922,2746874.265,1121141.146,3.63999939
2/23/2026,16843.40039,2818488.251,1116885.839,3.63999939
2/24/2026,16804.30078,2785526.088,1102866.214,3.637496948
2/25/2026,16816.80078,2814956.193,1100155.076,3.63999939
2/26/2026,16749.80078,2787639.454,1092254.494,3.637496948
2/27/2026,16749,2816584.773,1122517.924,3.63999939
3/2/2026,16795,2858824.453,1196307.906,3.635002136
3/3/2026,16863,2769015.852,1257305.239,3.635002136
3/4/2026,16898.09961,2781733.661,1261612.179,3.63999939
3/5/2026,16865,2746516.669,1366233.686,3.637496948
3/6/2026,16913.09961,2798286.481,1537400.78,3.637496948
3/9/2026,16923.69922,2770331.782,1603858.918,3.63999939
3/10/2026,16886,2839189.078,1409136.648,3.637496948
3/11/2026,16852,2799717.818,1470337,3.63999939
3/12/2026,16884,2777023.933,1616305.377,3.63999939
3/13/2026,16908,2746561.319,1668988.665,3.637496948
3/16/2026,16952.09961,2721841.126,1585021.313,3.637496948
3/17/2026,16953.09961,2725817.067,1631057.698,3.642501831
3/18/2026,16971.30078,2668122.945,1634675.686,3.63999939
3/19/2026,17041.69922,2520737.181,1638388.952,3.642501831
3/20/2026,16915.90039,2485650.473,1663171.321,3.63999939
3/23/2026,16959.30078,2401352.202,1494623.131,3.63999939
3/24/2026,16865.09961,2385410.948,1557491.923,3.642501831
3/25/2026,16797.30078,2457098.263,1517132.201,3.642501831
3/26/2026,16749.59961,2356258.077,1582502.227,3.63999939
3/27/2026,16925,2444326.201,1686406.99,3.63999939
3/30/2026,16958,2467629.302,1744638.993,3.63999939
3/31/2026,16975.40039,2536527.16,1720966.045,3.642501831
4/1/2026,16936.40039,2604536.263,1695672.454,3.642501831
4/2/2026,16924.09961,2530983.63,1887714.086,3.63999939
4/6/2026,16988,2543434.504,1909621.142,3.642501831
4/7/2026,17015.30078,2547686.239,1921878.171,3.63999939
4/8/2026,17027.40039,2600081.604,1607556.933,3.642501831
4/9/2026,17005.5,2620083.284,1664328.332,3.63999939
4/10/2026,17059,2611707.7,1647387.625,3.63999939
4/13/2026,17083,2604672.064,1692583.671,3.642501831
4/14/2026,17079.19922,2649448.976,1558989.284,3.642501831
4/15/2026,17129,2643406.691,1563706.426,3.642501831
4/16/2026,17146.09961,2637997.119,1623564.214,3.63999939
4/17/2026,17123,2674190.573,1435763.524,3.642501831
4/20/2026,17133,2647659.571,1535288.14,3.63999939
4/21/2026,17123.80078,2586669.15,1577615.719,3.63999939
4/22/2026,17133.09961,2606857.553,1592692.924,3.63999939
4/23/2026,17199.5,2601809.093,1648572.049,3.642501831
4/24/2026,17329,2630981.507,1635857.626,3.642501831
4/27/2026,17246,2592375.351,1661997.067,3.63999939
4/28/2026,17216,2541426.656,1720394.885,3.642501831
4/29/2026,17244,2519891.079,1843038.673,3.642501831
4/30/2026,17334.19922,2571804.862,1821304.307,3.63999939
5/1/2026,17311,2576822.454,1764683.382,3.642501831
5/4/2026,17288.5,2512108.79,1839842.138,3.63999939
5/5/2026,17346.19922,2540736.927,1773995.736,3.63999939
5/6/2026,17389.80078,2617625.238,1653422.29,3.63999939
5/7/2026,17296.90039,2613595.546,1639919.084,3.635002136
5/8/2026,17294.90039,2624747.894,1650279.364,3.632499695
5/11/2026,17358,2633375.601,1702299.055,3.632499695
5/12/2026,17413,2618710.129,1779260.345,3.635002136
5/13/2026,17549,2650503.664,1772799.921,3.632499695
5/14/2026,17500,2632075.223,1770474.968,3.629997253
5/15/2026,17530.59961,2567746.468,1848075.779,3.627502441
5/18/2026,17586,2573995.37,1910894.824,3.627502441
5/19/2026,17701,2564534.951,1907636.711,3.629997253
5/20/2026,17777,2589834.476,1746768.058,3.629997253
5/21/2026,17658.40039,2577382.052,1701386.851,3.627502441
5/22/2026,17692,2571592.65,1709047.173,3.627502441
5/26/2026,17762,2570005.391,1667674.169,3.62
5/27/2026,17699.69922,2530887.874,1569609.332,3.62
5/28/2026,17804,2575452.713,1582775.627,3.62
5/29/2026,17840,2615762.878,1558502.411,3.62
6/1/2026,17817,2563528.264,1642014.785,3.62
6/2/2026,17864,2578273.955,1674928.678,3.62
6/3/2026,17858,2547322.687,1714725.1,3.62
6/4/2026,18004.19922,2590809.763,1675110.712,3.62
6/5/2026,17955.5,2503732.985,1625690.986,3.62
6/8/2026,18029,2513286.21,1646047.755,3.62
6/9/2026,18190.30078,2491383.257,1604384.473,3.62
6/10/2026,18031,2381565.193,1623330.908,3.62
6/11/2026,17875.90039,2350791.737,1567895.207,3.62
6/12/2026,17921,2428571.426,1521134.431,3.62
6/15/2026,17772,2472945.918,1435089,3.63
6/16/2026,17716,2466805.34,1347301.854,3.63
6/17/2026,17730,2484715.64,1361486.716,3.63
6/18/2026,17891,2429740.422,1370450.573,3.63
6/19/2026,17794.40039,2429740.422,1370450.573,3.63
6/22/2026,17788,2391618.016,1330898.155,3.63
6/23/2026,17862,2340349.6,1292137.015,3.63
6/24/2026,17955,2340349.6,1292137.015,3.63
